Bill,Com 1,Pass Com 1,Incorporated,Pass Floor 1,Com 2,Pass Com 2,Pass Floor 2,Amended,To Gov,Returned,Passed,Disposition,VV
HB955,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB289,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB448,H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB475,H-T,0,0,0,,,,,0,0,0,DiC,0
HB756,H-T,0,0,0,,,,,0,0,0,DiC,1
HB741,H-T,1,0,1,S-T,0,0,0,0,0,0,DiC,0
HB910,H-F,0,0,0,,,,,0,0,0,DiC,1
HB965,H-E; H-A,0,0,0,,,,,0,0,0,DiC,1
HB150,H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB57,H-F,0,0,0,,,,,0,0,0,DiC,1
HB651,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB889,H-ST,0,0,0,,,,,0,0,0,DiC,1
HB671,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB453,H-F,0,0,0,,,,,0,0,0,DiC,1
HB902,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB729,H-F,0,0,0,,,,,0,0,0,DiC,1
HB780,H-HWI,1,0,1,S-RSS; S-F,0,0,0,0,0,0,DiC,0
HB788,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB917,H-PE,1,0,1,S-PE,0,0,0,0,0,0,DiC,0
HB92,H-T,0,0,0,,,,,0,0,0,DiC,1
HB605,H-A,0,0,0,,,,,0,0,0,DiC,1
HB329,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB995,H-F,0,0,0,,,,,0,0,0,DiC,1
HB148,H-F,0,0,0,,,,,0,0,0,DiC,1
HB905,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB368,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB974,H-F,0,0,0,,,,,0,0,0,DiC,1
HB388,H-E,1,0,1,S-EH,0,0,0,0,0,0,DiC,0
HB716,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB179,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB506,H-T,0,0,0,,,,,0,0,0,DiC,1
HB486,H-HWI; H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB694,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB736,H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB629,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB846,H-ACNR,0,0,0,,,,,0,0,0,DiC,1
HB53,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB74,H-A,0,0,0,,,,,0,0,0,DiC,1
HB627,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB775,H-MPP; H-A,0,0,0,,,,,0,0,0,DiC,1
HB867,H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB717,H-F,0,0,0,,,,,0,0,0,DiC,1
HB746,H-R; H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB434,H-F,0,0,0,,,,,0,0,0,DiC,1
HB693,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB371,H-F,0,0,0,,,,,0,0,0,DiC,1
HB60,H-CCT,0,0,0,,,,,0,0,0,DiC,1
HB896,H-F,0,0,0,,,,,0,0,0,DiC,1
HB946,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB981,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB558,H-F,0,0,0,,,,,0,0,0,DiC,1
HB162,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB633,H-R,0,0,0,,,,,0,0,0,DiC,1
HB267,H-T,0,0,0,,,,,0,0,0,DiC,1
HB881,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB985,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB870,H-F,0,0,0,,,,,0,0,0,DiC,1
HB825,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB253,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB125,H-T,0,0,0,,,,,0,0,0,DiC,1
HB877,H-A,1,0,1,S-F,0,0,0,0,0,0,DiC,0
HB367,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB665,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB659,H-HWI; H-A,0,0,0,,,,,0,0,0,DiC,1
HB951,H-MPP,0,0,0,,,,,0,0,0,DiC,1
HB727,H-PE; H-F,0,0,0,,,,,0,0,0,DiC,1
HB581,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB370,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB921,H-CCT,0,0,0,,,,,0,0,0,DiC,1
HB1,H-A,1,0,1,S-CJ,0,0,0,0,0,0,DiC,0
HB461,H-ACNR; H-A,1,0,1,S-ACNR,0,0,0,0,0,0,DiC,1
HB847,H-ACNR,0,0,0,,,,,0,0,0,DiC,1
HB404,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB732,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB338,H-CL,0,0,0,,,,,0,0,0,DiC,1
HB344,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB935,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB578,H-PE,0,0,0,,,,,0,0,0,DiC,1
HB707,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB381,H-F,0,0,0,,,,,0,0,0,DiC,1
HB324,H-E; H-A,1,0,1,S-EH; S-F,1,1,1,1,0,1,PiL,0
HB908,H-T,0,0,0,,,,,0,0,0,DiC,1
HB839,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB738,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB216,H-GL,0,0,0,,,,,0,0,0,DiC,1
HB314,H-F,0,0,0,,,,,0,0,0,DiC,1
HB779,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB895,H-HWI,0,0,0,,,,,0,0,0,DiC,1
HB598,H-CJ,0,0,0,,,,,0,0,0,DiC,1
HB350,H-CCT,0,0,0,,,,,0,0,0,DiC,1
SB934,S-CJ,0,1,0,,,,,0,0,0,Inc [SB1074],0
SB724,S-EH,1,0,1,H-E,1,1,1,1,1,0,V,0
SB890,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB619,S-F,0,0,0,,,,,0,0,0,DiC,0
SB955,S-ACNR,1,0,1,H-ACNR,1,1,0,1,0,1,PiL,0
SB703,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB769,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB772,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB836,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB289,S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
SB962,S-GLT,1,0,1,H-GL,1,1,0,1,0,1,PiL,0
SB622,S-ACNR,0,0,0,,,,,0,0,0,DiC,0
SB748,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,0
SB774,S-F,0,0,0,,,,,0,0,0,DiC,0
SB988,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB841,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB711,S-PE,0,1,0,,,,,0,0,0,DiC,0
SB927,S-GLT,1,0,1,H-GL,1,1,1,1,0,1,PiL,0
SB990,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB701,S-F,1,0,1,H-F,1,1,1,1,0,1,PiL,0
SB850,S-RSS,1,0,1,H-HWI,1,1,0,1,0,1,PiL,0
SB945,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB396,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB834,S-RSS,1,0,1,H-HWI,1,1,0,1,0,1,PiL,0
SB948,S-CJ,1,0,1,H-MPP,1,1,0,1,1,0,V,0
SB475,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB817,S-EH,1,0,1,H-HWI,1,1,0,1,0,1,PiL,0
SB802,S-RSS,0,0,0,,,,,0,0,0,DiC,0
SB663,S-EH; S-F,0,0,0,,,,,0,0,0,DiC,0
SB913,S-CJ; S-F,1,0,1,H-CJ; H-CJ,0,0,0,0,0,0,DiC,0
SB733,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB868,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,0
SB760,S-CL; S-CL,0,0,0,,,,,0,0,0,DiC,0
SB702,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB984,S-EH,0,1,0,,,,,0,0,0,Inc [SB874],0
SB878,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB787,S-T,1,0,1,H-T,0,0,0,0,0,0,DiC,0
SB998,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB821,S-EH,1,0,1,H-E,1,1,0,1,0,1,PiL,0
SB937,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB971,S-EH; S-F,1,0,1,H-A,0,0,0,0,0,0,DiC,1
SB996,S-ACNR,1,0,1,H-ACNR,1,0,0,0,0,0,DiH,0
SB756,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB741,S-F,1,0,1,H-F,1,1,1,0,0,0,DiS,0
SB910,S-PE,0,1,0,,,,,0,0,0,Inc [SB719],0
SB994,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB109,S-F,0,0,0,,,,,0,0,0,DiC,0
SB864,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB384,S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
SB853,S-PE,1,0,1,H-PE,0,0,0,0,0,0,DiC,1
SB462,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB689,S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
SB993,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB833,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB965,S-GLT,1,0,1,H-CJ; H-MPP,1,1,1,1,1,0,V,1
SB240,S-EH,0,0,0,,,,,0,0,0,DiC,0
SB886,S-F,0,0,0,,,,,0,0,0,DiC,0
SB848,S-GLT,1,0,1,H-MPP,1,1,1,1,1,1,PiL,0
SB255,S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
SB799,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB845,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB714,S-CL,0,0,0,,,,,0,0,0,DiC,0
SB997,S-EH; S-F,1,0,1,H-HWI,1,1,1,1,0,1,PiL,0
SB889,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,0
SB794,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB880,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB882,S-T,1,0,1,H-T,0,0,0,0,0,0,DiC,0
SB919,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB842,S-LG,1,0,1,H-CCT,1,1,0,1,0,1,PiL,0
SB19,S-GLT; S-F,0,0,0,,,,,0,0,0,DiC,0
SB808,S-GLT; S-F,1,0,1,H-A,0,0,0,0,0,0,DiC,0
SB751,S-LG,0,0,0,,,,,0,0,0,DiC,0
SB773,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PiL,0
SB495,S-CJ,1,0,1,H-MPP,0,0,0,0,0,0,DiC,1
SB752,S-R,0,1,0,,,,,0,0,0,Inc [SB1424],0
SB679,S-RSS,0,0,0,,,,,0,0,0,DiC,0
SB871,S-PE,1,0,1,H-PE,1,1,1,1,0,1,PiL,0
SB904,S-F,1,0,1,H-F,1,1,0,1,0,1,PiL,0
SB894,S-R,1,0,1,H-R,1,1,0,1,0,1,PiL,0
SB692,S-F,1,0,1,H-A,0,0,0,0,0,0,DiC,0
SB685,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PiL,0
SB956,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB902,S-EH; S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB688,S-PE,0,1,0,,,,,0,0,0,Inc [SB820],0
SB729,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,0
SB780,S-RSS,0,1,0,,,,,0,0,0,Inc [SB1168],0
SB788,S-RSS; S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
SB768,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB912,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB39,S-CJ,0,0,0,,,,,0,0,0,DiC,0
SB778,S-T,1,0,1,H-T,1,1,0,1,0,1,PiL,0
SB914,S-CJ,1,0,1,H-CJ,1,1,1,1,0,1,PiL,0
SB812,S-R,0,1,0,,,,,0,0,0,Inc [SB1424],0
SB697,S-CL,1,0,1,H-CL,1,1,0,1,0,1,PiL,0
SB786,S-PE,0,0,0,,,,,0,0,0,DiC,0
SB783,S-CJ,1,0,1,H-CJ,0,0,0,0,0,0,DiC,1
SB859,S-CL,1,0,1,H-CL,1,1,1,1,0,1,PiL,0
SB789,S-CJ,1,0,1,H-CJ,1,1,0,1,0,1,PiL,0
SB887,S-F,0,0,0,,,,,0,0,0,DiC,0
SB917,S-GLT,0,0,0,,,,,0,0,0,DiC,0
SB442,S-CJ; S-F,0,0,0,,,,,0,0,0,DiC,0
